parameter,value,domain,congruency,par_class
mu_jCBdom,0.179112,NA,NA,cb
mu_jCB,0.132329,NA,NA,cb
mu_jCBcon,0.317598,NA,NA,cb
mu_jCBdom,0.172989,NA,NA,cb
mu_jCB,0.177575,NA,NA,cb
mu_jCBcon,0.311336,NA,NA,cb
mu_jCBdom,0.155925,NA,NA,cb
mu_jCB,0.157472,NA,NA,cb
mu_jCBcon,0.35237,NA,NA,cb
mu_jCBdom,0.144866,NA,NA,cb
mu_jCB,0.17218,NA,NA,cb
mu_jCBcon,0.334229,NA,NA,cb
mu_jCBdom,0.154504,NA,NA,cb
mu_jCB,0.173257,NA,NA,cb
mu_jCBcon,0.349563,NA,NA,cb
mu_jCBdom,0.189901,NA,NA,cb
mu_jCB,0.136581,NA,NA,cb
mu_jCBcon,0.353742,NA,NA,cb
mu_jCBdom,0.168553,NA,NA,cb
mu_jCB,0.138518,NA,NA,cb
mu_jCBcon,0.298296,NA,NA,cb
mu_jCBdom,0.152604,NA,NA,cb
mu_jCB,0.183202,NA,NA,cb
mu_jCBcon,0.314371,NA,NA,cb
mu_jCBdom,0.160191,NA,NA,cb
mu_jCB,0.170296,NA,NA,cb
mu_jCBcon,0.34162,NA,NA,cb
mu_jCBdom,0.148527,NA,NA,cb
mu_jCB,0.158057,NA,NA,cb
mu_jCBcon,0.309477,NA,NA,cb
mu_jCBdom,0.177928,NA,NA,cb
mu_jCB,0.175708,NA,NA,cb
mu_jCBcon,0.285279,NA,NA,cb
mu_jCBdom,0.176456,NA,NA,cb
mu_jCB,0.16762,NA,NA,cb
mu_jCBcon,0.322164,NA,NA,cb
mu_jCBdom,0.169187,NA,NA,cb
mu_jCB,0.153721,NA,NA,cb
mu_jCBcon,0.285182,NA,NA,cb
mu_jCBdom,0.161334,NA,NA,cb
mu_jCB,0.142087,NA,NA,cb
mu_jCBcon,0.349454,NA,NA,cb
mu_jCBdom,0.138768,NA,NA,cb
mu_jCB,0.17466,NA,NA,cb
mu_jCBcon,0.310625,NA,NA,cb
mu_jCBdom,0.162648,NA,NA,cb
mu_jCB,0.166597,NA,NA,cb
mu_jCBcon,0.331826,NA,NA,cb
mu_jCBdom,0.158037,NA,NA,cb
mu_jCB,0.178896,NA,NA,cb
mu_jCBcon,0.34058,NA,NA,cb
mu_jCBdom,0.168399,NA,NA,cb
mu_jCB,0.143517,NA,NA,cb
mu_jCBcon,0.347937,NA,NA,cb
mu_jCBdom,0.17703,NA,NA,cb
mu_jCB,0.14103,NA,NA,cb
mu_jCBcon,0.313995,NA,NA,cb
mu_jCBdom,0.178302,NA,NA,cb
mu_jCB,0.178681,NA,NA,cb
mu_jCBcon,0.367969,NA,NA,cb
mu_jCBdom,0.155474,NA,NA,cb
mu_jCB,0.146043,NA,NA,cb
mu_jCBcon,0.38218800000000003,NA,NA,cb
mu_jCBdom,0.159369,NA,NA,cb
mu_jCB,0.180549,NA,NA,cb
mu_jCBcon,0.260028,NA,NA,cb
mu_jCBdom,0.17445,NA,NA,cb
mu_jCB,0.163026,NA,NA,cb
mu_jCBcon,0.298769,NA,NA,cb
mu_jCBdom,0.133322,NA,NA,cb
mu_jCB,0.176485,NA,NA,cb
mu_jCBcon,0.306334,NA,NA,cb
mu_jCBdom,0.196862,NA,NA,cb
mu_jCB,0.13749,NA,NA,cb
mu_jCBcon,0.361719,NA,NA,cb
mu_jCBdom,0.198341,NA,NA,cb
mu_jCB,0.139838,NA,NA,cb
mu_jCBcon,0.32263,NA,NA,cb
mu_jCBdom,0.202006,NA,NA,cb
mu_jCB,0.148314,NA,NA,cb
mu_jCBcon,0.307413,NA,NA,cb
mu_jCBdom,0.160162,NA,NA,cb
mu_jCB,0.138337,NA,NA,cb
mu_jCBcon,0.399204,NA,NA,cb
mu_jCBdom,0.162842,NA,NA,cb
mu_jCB,0.13953,NA,NA,cb
mu_jCBcon,0.358679,NA,NA,cb
mu_jCBdom,0.158772,NA,NA,cb
mu_jCB,0.154613,NA,NA,cb
mu_jCBcon,0.336201,NA,NA,cb
mu_jCBdom,0.160953,NA,NA,cb
mu_jCB,0.171754,NA,NA,cb
mu_jCBcon,0.290762,NA,NA,cb
mu_jCBdom,0.169072,NA,NA,cb
mu_jCB,0.160805,NA,NA,cb
mu_jCBcon,0.319758,NA,NA,cb
mu_jCBdom,0.161263,NA,NA,cb
mu_jCB,0.16799,NA,NA,cb
mu_jCBcon,0.320923,NA,NA,cb
mu_jCBdom,0.149607,NA,NA,cb
mu_jCB,0.178054,NA,NA,cb
mu_jCBcon,0.308034,NA,NA,cb
mu_jCBdom,0.146665,NA,NA,cb
mu_jCB,0.190608,NA,NA,cb
mu_jCBcon,0.349398,NA,NA,cb
mu_jCBdom,0.159405,NA,NA,cb
mu_jCB,0.151604,NA,NA,cb
mu_jCBcon,0.321147,NA,NA,cb
mu_jCBdom,0.171059,NA,NA,cb
mu_jCB,0.163804,NA,NA,cb
mu_jCBcon,0.318311,NA,NA,cb
mu_jCBdom,0.1941,NA,NA,cb
mu_jCB,0.166532,NA,NA,cb
mu_jCBcon,0.374554,NA,NA,cb
mu_jCBdom,0.154445,NA,NA,cb
mu_jCB,0.172119,NA,NA,cb
mu_jCBcon,0.318781,NA,NA,cb
mu_jCBdom,0.152656,NA,NA,cb
mu_jCB,0.171612,NA,NA,cb
mu_jCBcon,0.319246,NA,NA,cb
mu_jCBdom,0.171538,NA,NA,cb
mu_jCB,0.184655,NA,NA,cb
mu_jCBcon,0.297673,NA,NA,cb
mu_jCBdom,0.160293,NA,NA,cb
mu_jCB,0.182038,NA,NA,cb
mu_jCBcon,0.345286,NA,NA,cb
mu_jCBdom,0.167889,NA,NA,cb
mu_jCB,0.152473,NA,NA,cb
mu_jCBcon,0.330243,NA,NA,cb
mu_jCBdom,0.152986,NA,NA,cb
mu_jCB,0.147049,NA,NA,cb
mu_jCBcon,0.304909,NA,NA,cb
mu_jCBdom,0.154309,NA,NA,cb
mu_jCB,0.198369,NA,NA,cb
mu_jCBcon,0.335941,NA,NA,cb
mu_jCBdom,0.160079,NA,NA,cb
mu_jCB,0.151038,NA,NA,cb
mu_jCBcon,0.341075,NA,NA,cb
mu_jCBdom,0.184799,NA,NA,cb
mu_jCB,0.151138,NA,NA,cb
mu_jCBcon,0.33437,NA,NA,cb
mu_jCBdom,0.15018,NA,NA,cb
mu_jCB,0.152103,NA,NA,cb
mu_jCBcon,0.371516,NA,NA,cb
mu_jCBdom,0.16712,NA,NA,cb
mu_jCB,0.157684,NA,NA,cb
mu_jCBcon,0.32988,NA,NA,cb
mu_jCBdom,0.134302,NA,NA,cb
mu_jCB,0.1801,NA,NA,cb
mu_jCBcon,0.304592,NA,NA,cb
mu_jCBdom,0.199304,NA,NA,cb
mu_jCB,0.161675,NA,NA,cb
mu_jCBcon,0.334589,NA,NA,cb
mu_jCBdom,0.179565,NA,NA,cb
mu_jCB,0.156207,NA,NA,cb
mu_jCBcon,0.380964,NA,NA,cb
mu_jCBdom,0.153005,NA,NA,cb
mu_jCB,0.149702,NA,NA,cb
mu_jCBcon,0.310035,NA,NA,cb
mu_jCBdom,0.152352,NA,NA,cb
mu_jCB,0.154389,NA,NA,cb
mu_jCBcon,0.374518,NA,NA,cb
mu_jCBdom,0.157161,NA,NA,cb
mu_jCB,0.154303,NA,NA,cb
mu_jCBcon,0.291171,NA,NA,cb
mu_jCBdom,0.161863,NA,NA,cb
mu_jCB,0.167293,NA,NA,cb
mu_jCBcon,0.327325,NA,NA,cb
mu_jCBdom,0.162038,NA,NA,cb
mu_jCB,0.167551,NA,NA,cb
mu_jCBcon,0.353944,NA,NA,cb
mu_jCBdom,0.164382,NA,NA,cb
mu_jCB,0.162413,NA,NA,cb
mu_jCBcon,0.304046,NA,NA,cb
mu_jCBdom,0.152686,NA,NA,cb
mu_jCB,0.17468,NA,NA,cb
mu_jCBcon,0.332657,NA,NA,cb
mu_jCBdom,0.168296,NA,NA,cb
mu_jCB,0.17848,NA,NA,cb
mu_jCBcon,0.328805,NA,NA,cb
mu_jCBdom,0.154435,NA,NA,cb
mu_jCB,0.153926,NA,NA,cb
mu_jCBcon,0.323763,NA,NA,cb
mu_jCBdom,0.158966,NA,NA,cb
mu_jCB,0.160279,NA,NA,cb
mu_jCBcon,0.346405,NA,NA,cb
mu_jCBdom,0.154293,NA,NA,cb
mu_jCB,0.162238,NA,NA,cb
mu_jCBcon,0.309406,NA,NA,cb
mu_jCBdom,0.160482,NA,NA,cb
mu_jCB,0.163608,NA,NA,cb
mu_jCBcon,0.309756,NA,NA,cb
mu_jCBdom,0.171242,NA,NA,cb
mu_jCB,0.157068,NA,NA,cb
mu_jCBcon,0.304444,NA,NA,cb
mu_jCBdom,0.184304,NA,NA,cb
mu_jCB,0.162111,NA,NA,cb
mu_jCBcon,0.365335,NA,NA,cb
mu_jCBdom,0.165275,NA,NA,cb
mu_jCB,0.17266,NA,NA,cb
mu_jCBcon,0.362543,NA,NA,cb
mu_jCBdom,0.164853,NA,NA,cb
mu_jCB,0.174213,NA,NA,cb
mu_jCBcon,0.296683,NA,NA,cb
mu_jCBdom,0.136299,NA,NA,cb
mu_jCB,0.190017,NA,NA,cb
mu_jCBcon,0.342067,NA,NA,cb
mu_jCBdom,0.13407,NA,NA,cb
mu_jCB,0.169321,NA,NA,cb
mu_jCBcon,0.381286,NA,NA,cb
mu_jCBdom,0.152267,NA,NA,cb
mu_jCB,0.183826,NA,NA,cb
mu_jCBcon,0.309322,NA,NA,cb
mu_jCBdom,0.116595,NA,NA,cb
mu_jCB,0.175643,NA,NA,cb
mu_jCBcon,0.407342,NA,NA,cb
mu_jCBdom,0.127964,NA,NA,cb
mu_jCB,0.179791,NA,NA,cb
mu_jCBcon,0.315714,NA,NA,cb
mu_jCBdom,0.145317,NA,NA,cb
mu_jCB,0.192773,NA,NA,cb
mu_jCBcon,0.336454,NA,NA,cb
mu_jCBdom,0.149697,NA,NA,cb
mu_jCB,0.1713,NA,NA,cb
mu_jCBcon,0.324427,NA,NA,cb
mu_jCBdom,0.141765,NA,NA,cb
mu_jCB,0.200772,NA,NA,cb
mu_jCBcon,0.318403,NA,NA,cb
mu_jCBdom,0.151466,NA,NA,cb
mu_jCB,0.154723,NA,NA,cb
mu_jCBcon,0.363305,NA,NA,cb
mu_jCBdom,0.16818,NA,NA,cb
mu_jCB,0.159102,NA,NA,cb
mu_jCBcon,0.308784,NA,NA,cb
mu_jCBdom,0.163405,NA,NA,cb
mu_jCB,0.169209,NA,NA,cb
mu_jCBcon,0.311338,NA,NA,cb
mu_jCBdom,0.176729,NA,NA,cb
mu_jCB,0.15553,NA,NA,cb
mu_jCBcon,0.316414,NA,NA,cb
mu_jCBdom,0.150251,NA,NA,cb
mu_jCB,0.156495,NA,NA,cb
mu_jCBcon,0.294412,NA,NA,cb
mu_jCBdom,0.186891,NA,NA,cb
mu_jCB,0.180006,NA,NA,cb
mu_jCBcon,0.346031,NA,NA,cb
mu_jCBdom,0.166686,NA,NA,cb
mu_jCB,0.144129,NA,NA,cb
mu_jCBcon,0.296553,NA,NA,cb
mu_jCBdom,0.152737,NA,NA,cb
mu_jCB,0.151028,NA,NA,cb
mu_jCBcon,0.352964,NA,NA,cb
mu_jCBdom,0.159849,NA,NA,cb
mu_jCB,0.152791,NA,NA,cb
mu_jCBcon,0.363897,NA,NA,cb
mu_jCBdom,0.158956,NA,NA,cb
mu_jCB,0.143072,NA,NA,cb
mu_jCBcon,0.339226,NA,NA,cb
mu_jCBdom,0.18485,NA,NA,cb
mu_jCB,0.149335,NA,NA,cb
mu_jCBcon,0.35201,NA,NA,cb
mu_jCBdom,0.160751,NA,NA,cb
mu_jCB,0.158676,NA,NA,cb
mu_jCBcon,0.330589,NA,NA,cb
mu_jCBdom,0.171304,NA,NA,cb
mu_jCB,0.163484,NA,NA,cb
mu_jCBcon,0.352307,NA,NA,cb
mu_jCBdom,0.172788,NA,NA,cb
mu_jCB,0.156195,NA,NA,cb
mu_jCBcon,0.342089,NA,NA,cb
mu_jCBdom,0.163723,NA,NA,cb
mu_jCB,0.164455,NA,NA,cb
mu_jCBcon,0.327052,NA,NA,cb
mu_jCBdom,0.148644,NA,NA,cb
mu_jCB,0.163981,NA,NA,cb
mu_jCBcon,0.321038,NA,NA,cb
mu_jCBdom,0.145854,NA,NA,cb
mu_jCB,0.15586,NA,NA,cb
mu_jCBcon,0.327841,NA,NA,cb
mu_jCBdom,0.190219,NA,NA,cb
mu_jCB,0.160444,NA,NA,cb
mu_jCBcon,0.337218,NA,NA,cb
mu_jCBdom,0.166518,NA,NA,cb
mu_jCB,0.171992,NA,NA,cb
mu_jCBcon,0.299628,NA,NA,cb
mu_jCBdom,0.177846,NA,NA,cb
mu_jCB,0.166336,NA,NA,cb
mu_jCBcon,0.306637,NA,NA,cb
mu_jCBdom,0.143953,NA,NA,cb
mu_jCB,0.158696,NA,NA,cb
mu_jCBcon,0.33261,NA,NA,cb
mu_jCBdom,0.169443,NA,NA,cb
mu_jCB,0.156877,NA,NA,cb
mu_jCBcon,0.300897,NA,NA,cb
mu_jCBdom,0.168493,NA,NA,cb
mu_jCB,0.153836,NA,NA,cb
mu_jCBcon,0.294827,NA,NA,cb
mu_jCBdom,0.164619,NA,NA,cb
mu_jCB,0.164414,NA,NA,cb
mu_jCBcon,0.339597,NA,NA,cb
mu_jCBdom,0.17208,NA,NA,cb
mu_jCB,0.160468,NA,NA,cb
mu_jCBcon,0.348052,NA,NA,cb
mu_jCBdom,0.172846,NA,NA,cb
mu_jCB,0.151996,NA,NA,cb
mu_jCBcon,0.313374,NA,NA,cb
mu_jCBdom,0.164522,NA,NA,cb
mu_jCB,0.16493,NA,NA,cb
mu_jCBcon,0.320781,NA,NA,cb
mu_jCBdom,0.185464,NA,NA,cb
mu_jCB,0.160611,NA,NA,cb
mu_jCBcon,0.35259,NA,NA,cb
mu_jCBdom,0.147866,NA,NA,cb
mu_jCB,0.185578,NA,NA,cb
mu_jCBcon,0.305692,NA,NA,cb
mu_jCBdom,0.170157,NA,NA,cb
mu_jCB,0.170977,NA,NA,cb
mu_jCBcon,0.331947,NA,NA,cb
mu_jCBdom,0.163249,NA,NA,cb
mu_jCB,0.191952,NA,NA,cb
mu_jCBcon,0.312987,NA,NA,cb
mu_jCBdom,0.160907,NA,NA,cb
mu_jCB,0.178097,NA,NA,cb
mu_jCBcon,0.333577,NA,NA,cb
mu_jCBdom,0.131624,NA,NA,cb
mu_jCB,0.18764,NA,NA,cb
mu_jCBcon,0.362994,NA,NA,cb
mu_jCBdom,0.133301,NA,NA,cb
mu_jCB,0.1963,NA,NA,cb
mu_jCBcon,0.276671,NA,NA,cb
mu_jCBdom,0.169319,NA,NA,cb
mu_jCB,0.175191,NA,NA,cb
mu_jCBcon,0.387601,NA,NA,cb
mu_jCBdom,0.13879,NA,NA,cb
mu_jCB,0.161688,NA,NA,cb
mu_jCBcon,0.349417,NA,NA,cb
mu_jCBdom,0.130548,NA,NA,cb
mu_jCB,0.178881,NA,NA,cb
mu_jCBcon,0.354156,NA,NA,cb
mu_jCBdom,0.135432,NA,NA,cb
mu_jCB,0.183099,NA,NA,cb
mu_jCBcon,0.317596,NA,NA,cb
mu_jCBdom,0.155909,NA,NA,cb
mu_jCB,0.173008,NA,NA,cb
mu_jCBcon,0.277113,NA,NA,cb
mu_jCBdom,0.157902,NA,NA,cb
mu_jCB,0.175473,NA,NA,cb
mu_jCBcon,0.348641,NA,NA,cb
mu_jCBdom,0.165967,NA,NA,cb
mu_jCB,0.172169,NA,NA,cb
mu_jCBcon,0.323485,NA,NA,cb
mu_jCBdom,0.170768,NA,NA,cb
mu_jCB,0.168635,NA,NA,cb
mu_jCBcon,0.332163,NA,NA,cb
mu_jCBdom,0.165249,NA,NA,cb
mu_jCB,0.151032,NA,NA,cb
mu_jCBcon,0.333935,NA,NA,cb
mu_jCBdom,0.144886,NA,NA,cb
mu_jCB,0.16291,NA,NA,cb
mu_jCBcon,0.326949,NA,NA,cb
mu_jCBdom,0.154765,NA,NA,cb
mu_jCB,0.168136,NA,NA,cb
mu_jCBcon,0.357655,NA,NA,cb
mu_jCBdom,0.164272,NA,NA,cb
mu_jCB,0.185161,NA,NA,cb
mu_jCBcon,0.309479,NA,NA,cb
mu_jCBdom,0.154036,NA,NA,cb
mu_jCB,0.179226,NA,NA,cb
mu_jCBcon,0.375157,NA,NA,cb
mu_jCBdom,0.172846,NA,NA,cb
mu_jCB,0.139458,NA,NA,cb
mu_jCBcon,0.328724,NA,NA,cb
mu_jCBdom,0.165562,NA,NA,cb
mu_jCB,0.135658,NA,NA,cb
mu_jCBcon,0.381959,NA,NA,cb
mu_jCBdom,0.175103,NA,NA,cb
mu_jCB,0.149084,NA,NA,cb
mu_jCBcon,0.317959,NA,NA,cb
mu_jCBdom,0.178986,NA,NA,cb
mu_jCB,0.151165,NA,NA,cb
mu_jCBcon,0.309466,NA,NA,cb
mu_jCBdom,0.170311,NA,NA,cb
mu_jCB,0.15613,NA,NA,cb
mu_jCBcon,0.38793,NA,NA,cb
mu_jCBdom,0.173228,NA,NA,cb
mu_jCB,0.147205,NA,NA,cb
mu_jCBcon,0.293085,NA,NA,cb
mu_jCBdom,0.175706,NA,NA,cb
mu_jCB,0.178756,NA,NA,cb
mu_jCBcon,0.290037,NA,NA,cb
mu_jCBdom,0.1355,NA,NA,cb
mu_jCB,0.173076,NA,NA,cb
mu_jCBcon,0.290262,NA,NA,cb
mu_jCBdom,0.158178,NA,NA,cb
mu_jCB,0.181259,NA,NA,cb
mu_jCBcon,0.314088,NA,NA,cb
mu_jCBdom,0.138826,NA,NA,cb
mu_jCB,0.14595,NA,NA,cb
mu_jCBcon,0.292368,NA,NA,cb
mu_jCBdom,0.18393,NA,NA,cb
mu_jCB,0.183175,NA,NA,cb
mu_jCBcon,0.343133,NA,NA,cb
mu_jCBdom,0.150875,NA,NA,cb
mu_jCB,0.164342,NA,NA,cb
mu_jCBcon,0.293656,NA,NA,cb
mu_jCBdom,0.169835,NA,NA,cb
mu_jCB,0.154153,NA,NA,cb
mu_jCBcon,0.33934,NA,NA,cb
mu_jCBdom,0.136299,NA,NA,cb
mu_jCB,0.162975,NA,NA,cb
mu_jCBcon,0.312302,NA,NA,cb
mu_jCBdom,0.157361,NA,NA,cb
mu_jCB,0.170167,NA,NA,cb
mu_jCBcon,0.320799,NA,NA,cb
mu_jCBdom,0.165961,NA,NA,cb
mu_jCB,0.159834,NA,NA,cb
mu_jCBcon,0.343662,NA,NA,cb
mu_jCBdom,0.182177,NA,NA,cb
mu_jCB,0.169317,NA,NA,cb
mu_jCBcon,0.319741,NA,NA,cb
mu_jCBdom,0.181577,NA,NA,cb
mu_jCB,0.164844,NA,NA,cb
mu_jCBcon,0.318217,NA,NA,cb
mu_jCBdom,0.162042,NA,NA,cb
mu_jCB,0.167288,NA,NA,cb
mu_jCBcon,0.313947,NA,NA,cb
mu_jCBdom,0.171539,NA,NA,cb
mu_jCB,0.167127,NA,NA,cb
mu_jCBcon,0.350575,NA,NA,cb
mu_jCBdom,0.185861,NA,NA,cb
mu_jCB,0.143897,NA,NA,cb
mu_jCBcon,0.35546,NA,NA,cb
mu_jCBdom,0.163045,NA,NA,cb
mu_jCB,0.152324,NA,NA,cb
mu_jCBcon,0.296782,NA,NA,cb
mu_jCBdom,0.140413,NA,NA,cb
mu_jCB,0.172508,NA,NA,cb
mu_jCBcon,0.335501,NA,NA,cb
mu_jCBdom,0.171344,NA,NA,cb
mu_jCB,0.15134,NA,NA,cb
mu_jCBcon,0.308027,NA,NA,cb
mu_jCBdom,0.184522,NA,NA,cb
mu_jCB,0.166606,NA,NA,cb
mu_jCBcon,0.31968800000000003,NA,NA,cb
mu_jCBdom,0.157393,NA,NA,cb
mu_jCB,0.163257,NA,NA,cb
mu_jCBcon,0.314574,NA,NA,cb
mu_jCBdom,0.15888,NA,NA,cb
mu_jCB,0.179254,NA,NA,cb
mu_jCBcon,0.337786,NA,NA,cb
mu_jCBdom,0.154977,NA,NA,cb
mu_jCB,0.129454,NA,NA,cb
mu_jCBcon,0.338429,NA,NA,cb
mu_jCBdom,0.182246,NA,NA,cb
mu_jCB,0.15237,NA,NA,cb
mu_jCBcon,0.324328,NA,NA,cb
mu_jCBdom,0.1553,NA,NA,cb
mu_jCB,0.160488,NA,NA,cb
mu_jCBcon,0.319618,NA,NA,cb
mu_jCBdom,0.157066,NA,NA,cb
mu_jCB,0.174144,NA,NA,cb
mu_jCBcon,0.3138,NA,NA,cb
mu_jCBdom,0.144195,NA,NA,cb
mu_jCB,0.174498,NA,NA,cb
mu_jCBcon,0.332883,NA,NA,cb
mu_jCBdom,0.163224,NA,NA,cb
mu_jCB,0.180571,NA,NA,cb
mu_jCBcon,0.295173,NA,NA,cb
mu_jCBdom,0.147646,NA,NA,cb
mu_jCB,0.169808,NA,NA,cb
mu_jCBcon,0.311039,NA,NA,cb
mu_jCBdom,0.13404,NA,NA,cb
mu_jCB,0.176452,NA,NA,cb
mu_jCBcon,0.314312,NA,NA,cb
mu_jCBdom,0.135441,NA,NA,cb
mu_jCB,0.175504,NA,NA,cb
mu_jCBcon,0.327026,NA,NA,cb
mu_jCBdom,0.140659,NA,NA,cb
mu_jCB,0.17788,NA,NA,cb
mu_jCBcon,0.295425,NA,NA,cb
mu_jCBdom,0.167858,NA,NA,cb
mu_jCB,0.172184,NA,NA,cb
mu_jCBcon,0.317655,NA,NA,cb
mu_jCBdom,0.150639,NA,NA,cb
mu_jCB,0.177555,NA,NA,cb
mu_jCBcon,0.316236,NA,NA,cb
mu_jCBdom,0.169186,NA,NA,cb
mu_jCB,0.174017,NA,NA,cb
mu_jCBcon,0.332849,NA,NA,cb
mu_jCBdom,0.156489,NA,NA,cb
mu_jCB,0.172143,NA,NA,cb
mu_jCBcon,0.325932,NA,NA,cb
mu_jCBdom,0.164678,NA,NA,cb
mu_jCB,0.167277,NA,NA,cb
mu_jCBcon,0.328062,NA,NA,cb
mu_jCBdom,0.153304,NA,NA,cb
mu_jCB,0.173641,NA,NA,cb
mu_jCBcon,0.349224,NA,NA,cb
mu_jCBdom,0.162291,NA,NA,cb
mu_jCB,0.158967,NA,NA,cb
mu_jCBcon,0.293657,NA,NA,cb
mu_jCBdom,0.194982,NA,NA,cb
mu_jCB,0.170538,NA,NA,cb
mu_jCBcon,0.319575,NA,NA,cb
mu_jCBdom,0.175436,NA,NA,cb
mu_jCB,0.151869,NA,NA,cb
mu_jCBcon,0.335875,NA,NA,cb
mu_jCBdom,0.159481,NA,NA,cb
mu_jCB,0.15865,NA,NA,cb
mu_jCBcon,0.300688,NA,NA,cb
mu_jCBdom,0.140259,NA,NA,cb
mu_jCB,0.185663,NA,NA,cb
mu_jCBcon,0.290526,NA,NA,cb
mu_jCBdom,0.172594,NA,NA,cb
mu_jCB,0.191889,NA,NA,cb
mu_jCBcon,0.328535,NA,NA,cb
mu_jCBdom,0.153662,NA,NA,cb
mu_jCB,0.161174,NA,NA,cb
mu_jCBcon,0.325481,NA,NA,cb
mu_jCBdom,0.178646,NA,NA,cb
mu_jCB,0.140111,NA,NA,cb
mu_jCBcon,0.319917,NA,NA,cb
mu_jCBdom,0.148993,NA,NA,cb
mu_jCB,0.181992,NA,NA,cb
mu_jCBcon,0.307255,NA,NA,cb
mu_jCBdom,0.164403,NA,NA,cb
mu_jCB,0.154061,NA,NA,cb
mu_jCBcon,0.325633,NA,NA,cb
mu_jCBdom,0.152319,NA,NA,cb
mu_jCB,0.179844,NA,NA,cb
mu_jCBcon,0.322818,NA,NA,cb
mu_jCBdom,0.182493,NA,NA,cb
mu_jCB,0.146551,NA,NA,cb
mu_jCBcon,0.348187,NA,NA,cb
mu_jCBdom,0.174646,NA,NA,cb
mu_jCB,0.198227,NA,NA,cb
mu_jCBcon,0.304176,NA,NA,cb
mu_jCBdom,0.159229,NA,NA,cb
mu_jCB,0.171933,NA,NA,cb
mu_jCBcon,0.311718,NA,NA,cb
mu_jCBdom,0.184254,NA,NA,cb
mu_jCB,0.167195,NA,NA,cb
mu_jCBcon,0.309078,NA,NA,cb
mu_jCBdom,0.154142,NA,NA,cb
mu_jCB,0.188656,NA,NA,cb
mu_jCBcon,0.304381,NA,NA,cb
mu_jCBdom,0.168523,NA,NA,cb
mu_jCB,0.170395,NA,NA,cb
mu_jCBcon,0.329872,NA,NA,cb
mu_jCBdom,0.152437,NA,NA,cb
mu_jCB,0.175112,NA,NA,cb
mu_jCBcon,0.328252,NA,NA,cb
mu_jCBdom,0.167286,NA,NA,cb
mu_jCB,0.175027,NA,NA,cb
mu_jCBcon,0.325211,NA,NA,cb
mu_jCBdom,0.15104,NA,NA,cb
mu_jCB,0.163462,NA,NA,cb
mu_jCBcon,0.340774,NA,NA,cb
mu_jCBdom,0.171109,NA,NA,cb
mu_jCB,0.152754,NA,NA,cb
mu_jCBcon,0.327534,NA,NA,cb
mu_jCBdom,0.184619,NA,NA,cb
mu_jCB,0.149266,NA,NA,cb
mu_jCBcon,0.349069,NA,NA,cb
mu_jCBdom,0.172591,NA,NA,cb
mu_jCB,0.152466,NA,NA,cb
mu_jCBcon,0.331736,NA,NA,cb
mu_jCBdom,0.162407,NA,NA,cb
mu_jCB,0.173438,NA,NA,cb
mu_jCBcon,0.345689,NA,NA,cb
mu_jCBdom,0.164135,NA,NA,cb
mu_jCB,0.165862,NA,NA,cb
mu_jCBcon,0.327444,NA,NA,cb
mu_jCBdom,0.145954,NA,NA,cb
mu_jCB,0.16722,NA,NA,cb
mu_jCBcon,0.338635,NA,NA,cb
mu_jCBdom,0.148787,NA,NA,cb
mu_jCB,0.155104,NA,NA,cb
mu_jCBcon,0.31659,NA,NA,cb
mu_jCBdom,0.142294,NA,NA,cb
mu_jCB,0.162013,NA,NA,cb
mu_jCBcon,0.334876,NA,NA,cb
mu_jCBdom,0.154191,NA,NA,cb
mu_jCB,0.159911,NA,NA,cb
mu_jCBcon,0.310194,NA,NA,cb
mu_jCBdom,0.161744,NA,NA,cb
mu_jCB,0.150173,NA,NA,cb
mu_jCBcon,0.342161,NA,NA,cb
mu_jCBdom,0.169369,NA,NA,cb
mu_jCB,0.153723,NA,NA,cb
mu_jCBcon,0.318746,NA,NA,cb
mu_jCBdom,0.168756,NA,NA,cb
mu_jCB,0.163914,NA,NA,cb
mu_jCBcon,0.305988,NA,NA,cb
mu_jCBdom,0.158317,NA,NA,cb
mu_jCB,0.171304,NA,NA,cb
mu_jCBcon,0.341283,NA,NA,cb
mu_jCBdom,0.16514,NA,NA,cb
mu_jCB,0.163559,NA,NA,cb
mu_jCBcon,0.356168,NA,NA,cb
mu_jCBdom,0.170526,NA,NA,cb
mu_jCB,0.15267,NA,NA,cb
mu_jCBcon,0.319405,NA,NA,cb
mu_jCBdom,0.147314,NA,NA,cb
mu_jCB,0.185059,NA,NA,cb
mu_jCBcon,0.287561,NA,NA,cb
mu_jCBdom,0.14194,NA,NA,cb
mu_jCB,0.165258,NA,NA,cb
mu_jCBcon,0.304911,NA,NA,cb
mu_jCBdom,0.168532,NA,NA,cb
mu_jCB,0.160171,NA,NA,cb
mu_jCBcon,0.310936,NA,NA,cb
mu_jCBdom,0.150269,NA,NA,cb
mu_jCB,0.174047,NA,NA,cb
mu_jCBcon,0.343536,NA,NA,cb
mu_jCBdom,0.156055,NA,NA,cb
mu_jCB,0.165772,NA,NA,cb
mu_jCBcon,0.323232,NA,NA,cb
mu_jCBdom,0.168603,NA,NA,cb
mu_jCB,0.170465,NA,NA,cb
mu_jCBcon,0.31427,NA,NA,cb
mu_jCBdom,0.15281,NA,NA,cb
mu_jCB,0.176436,NA,NA,cb
mu_jCBcon,0.320608,NA,NA,cb
mu_jCBdom,0.168933,NA,NA,cb
